burst, startT [s], endT [s], relative startT [s], relative endT [s], cycle period [s], inst burstfreq [Hz], duration [s], dutycycle, interburst interval [s], #spikes , spikefreq in burst [Hz],Time,0 Channel 1
622,1757.4933,1757.820052,1757.4933,1757.820052,1.708572,0.585284,0.326752,0.191243,1.38182,24,70.389776,1757.4933,30.448914
623,1759.201872,1759.490804,1759.201872,1759.490804,1.694464,0.590157,0.288932,0.170515,1.405532,22,72.681461,1759.2019,30.456543
624,1760.896336,1761.17008,1760.896336,1761.17008,1.752436,0.570634,0.273744,0.156208,1.478692,21,73.060962,1760.8963,30.448914
625,1762.648772,1762.931096,1762.648772,1762.931096,1.612016,0.620341,0.282324,0.175137,1.329692,20,67.298565,1762.6488,30.446133
626,1764.260788,1764.589376,1764.260788,1764.589376,1.699728,0.588329,0.328588,0.193318,1.37114,24,69.99647,1764.2608,30.455305
627,1765.960516,1766.272376,1765.960516,1766.272376,1.642924,0.608671,0.31186,0.18982,1.331064,22,67.337908,1765.9605,30.46875
628,1767.60344,1767.939092,1767.60344,1767.939092,1.642664,0.608767,0.335652,0.204334,1.307012,24,68.523352,1767.6034,30.489174
629,1769.246104,1769.62518,1769.246104,1769.62518,1.779748,0.561877,0.379076,0.212994,1.400672,29,73.863816,1769.2461,30.501604
630,1771.025852,1771.291572,1771.025852,1771.291572,1.753672,0.570232,0.26572,0.151522,1.487952,20,71.503839,1771.0259,30.51228
631,1772.779524,1773.05852,1772.779524,1773.05852,1.590968,0.628548,0.278996,0.175362,1.311972,20,68.101335,1772.7795,30.530848
632,1774.370492,1774.675888,1774.370492,1774.675888,1.665708,0.600345,0.305396,0.183343,1.360312,21,65.488742,1774.3705,30.525846
633,1776.0362,1776.357828,1776.0362,1776.357828,1.703592,0.586995,0.321628,0.188794,1.381964,25,74.620369,1776.0362,30.549446
634,1777.739792,1777.99824,1777.739792,1777.99824,1.563936,0.639412,0.258448,0.165255,1.305488,19,69.646505,1777.7398,30.569458
635,1779.303728,1779.601884,1779.303728,1779.601884,1.586804,0.630198,0.298156,0.187897,1.288648,21,67.078979,1779.3037,30.564974
636,1780.890532,1781.199592,1780.890532,1781.199592,1.504972,0.664464,0.30906,0.205359,1.195912,23,71.183589,1780.8905,30.594612
637,1782.395504,1785.224048,1782.395504,1785.224048,4.84216,0.206519,2.828544,0.584149,2.013616,206,72.47545,1782.3955,30.622864
638,1787.237664,1787.345348,1787.237664,1787.345348,2.014436,0.496417,0.107684,0.053456,1.906752,10,83.577876,1787.2377,30.671692
639,1789.2521,1789.377028,1789.2521,1789.377028,1.799376,0.555748,0.124928,0.069429,1.674448,11,80.046107,1789.2521,30.685425
640,1791.051476,1791.216584,1791.051476,1791.216584,1.730736,0.577789,0.165108,0.095398,1.565628,14,78.736342,1791.0515,30.71002
641,1792.782212,1792.949472,1792.782212,1792.949472,1.771332,0.564547,0.16726,0.094426,1.604072,14,77.723305,1792.7822,30.734253
642,1794.553544,1794.748588,1794.553544,1794.748588,1.699112,0.588543,0.195044,0.114792,1.504068,15,71.778676,1794.5535,30.748373
643,1796.252656,1796.455136,1796.252656,1796.455136,1.606108,0.622623,0.20248,0.126069,1.403628,15,69.142631,1796.2527,30.776978
644,1797.858764,1798.078336,1797.858764,1798.078336,1.593432,0.627576,0.219572,0.137798,1.37386,16,68.314721,1797.8588,30.793152
645,1799.452196,1799.668652,1799.452196,1799.668652,1.561136,0.640559,0.216456,0.138653,1.34468,17,73.918025,1799.4522,30.816639
646,1801.013332,1801.233364,1801.013332,1801.233364,1.566428,0.638395,0.220032,0.140467,1.346396,17,72.716696,1801.0133,30.804802
647,1802.57976,1802.806856,1802.57976,1802.806856,1.491436,0.670495,0.227096,0.152267,1.26434,17,70.454786,1802.5798,30.814421
648,1804.071196,1804.30856,1804.071196,1804.30856,1.703072,0.587174,0.237364,0.139374,1.465708,18,71.619959,1804.0712,30.819221
649,1805.774268,1806.009268,1805.774268,1806.009268,1.608332,0.621762,0.235,0.146114,1.373332,18,72.340426,1805.7743,30.855696
650,1807.3826,1807.619652,1807.3826,1807.619652,1.657848,0.603192,0.237052,0.142988,1.420796,17,67.495739,1807.3826,30.878389
651,1809.040448,1809.31114,1809.040448,1809.31114,1.632408,0.612592,0.270692,0.165824,1.361716,19,66.496239,1809.0404,30.889845
652,1810.672856,1810.888024,1810.672856,1810.888024,1.614472,0.619398,0.215168,0.133275,1.399304,17,74.3605,1810.6729,30.911877
653,1812.287328,1812.566392,1812.287328,1812.566392,1.647692,0.60691,0.279064,0.169367,1.368628,21,71.668148,1812.2873,30.926561
654,1813.93502,1814.172408,1813.93502,1814.172408,1.558152,0.641786,0.237388,0.152352,1.320764,18,71.612718,1813.935,30.947435
655,1815.493172,1815.747692,1815.493172,1815.747692,1.54904,0.645561,0.25452,0.164308,1.29452,17,62.863429,1815.4932,30.960083
656,1817.042212,1817.28054,1817.042212,1817.28054,1.602776,0.623918,0.238328,0.148697,1.364448,18,71.330268,1817.0422,30.972332
657,1818.644988,1818.8898,1818.644988,1818.8898,1.610588,0.620891,0.244812,0.152002,1.365776,19,73.525808,1818.645,30.990917
658,1820.255576,1820.52702,1820.255576,1820.52702,1.582408,0.631948,0.271444,0.171539,1.310964,19,66.31202,1820.2556,31.007772
659,1821.837984,1822.110252,1821.837984,1822.110252,1.625108,0.615344,0.272268,0.167538,1.35284,20,69.784183,1821.838,31.012409
660,1823.463092,1823.722328,1823.463092,1823.722328,1.676764,0.596387,0.259236,0.154605,1.417528,19,69.434801,1823.4631,31.031799
661,1825.139856,1825.394524,1825.139856,1825.394524,1.649,0.606428,0.254668,0.154438,1.394332,17,62.826896,1825.1399,31.049593
662,1826.788856,1827.033336,1826.788856,1827.033336,1.663144,0.601271,0.24448,0.146999,1.418664,17,65.445026,1826.7889,30.94216
663,1828.452,1828.70704,1828.452,1828.70704,1.580384,0.632758,0.25504,0.161379,1.325344,18,66.656211,1828.452,30.952688
664,1830.032384,1830.268776,1830.032384,1830.268776,1.542348,0.648362,0.236392,0.153268,1.305956,17,67.684186,1830.0324,30.979191
665,1831.574732,1831.83478,1831.574732,1831.83478,1.591288,0.628422,0.260048,0.16342,1.33124,19,69.217991,1831.5747,31.000977
666,1833.16602,1833.413152,1833.16602,1833.413152,1.791368,0.558233,0.247132,0.137957,1.544236,18,68.789149,1833.166,31.028191
667,1834.957388,1835.199364,1834.957388,1835.199364,1.559632,0.641177,0.241976,0.155149,1.317656,19,74.387543,1834.9574,31.038219
668,1836.51702,1836.783908,1836.51702,1836.783908,1.680432,0.595085,0.266888,0.158821,1.413544,19,67.444021,1836.517,31.093216
669,1838.197452,1838.441516,1838.197452,1838.441516,1.715252,0.583005,0.244064,0.14229,1.471188,19,73.751147,1838.1975,31.176071
670,1839.912704,1840.159532,1839.912704,1840.159532,1.637924,0.610529,0.246828,0.150696,1.391096,18,68.873872,1839.9127,31.249743
671,1841.550628,1841.796696,1841.550628,1841.796696,1.544256,0.647561,0.246068,0.159344,1.298188,18,69.086594,1841.5506,31.317509
672,1843.094884,1843.334344,1843.094884,1843.334344,1.614124,0.619531,0.23946,0.148353,1.374664,17,66.817005,1843.0949,31.44742
673,1844.709008,1844.9528,1844.709008,1844.9528,1.686336,0.593002,0.243792,0.144569,1.442544,17,65.629717,1844.709,31.530762
674,1846.395344,1846.658764,1846.395344,1846.658764,1.58338,0.63156,0.26342,0.166366,1.31996,19,68.331941,1846.3953,31.625154
675,1847.978724,1848.2327,1847.978724,1848.2327,1.70836,0.585357,0.253976,0.148667,1.454384,18,66.935458,1847.9787,31.690397
676,1849.687084,1849.952392,1849.687084,1849.952392,1.656004,0.603863,0.265308,0.16021,1.390696,20,71.614878,1849.6871,31.750488
677,1851.343088,1851.566424,1851.343088,1851.566424,1.8645,0.536337,0.223336,0.119783,1.641164,16,67.163377,1851.3431,31.809364
678,1853.207588,1853.45118,1853.207588,1853.45118,1.613536,0.619757,0.243592,0.150968,1.369944,17,65.683602,1853.2076,31.898111
679,1854.821124,1855.034384,1854.821124,1855.034384,1.6423,0.608902,0.21326,0.129854,1.42904,16,70.336678,1854.8211,32.03125
680,1856.463424,1856.682436,1856.463424,1856.682436,1.554136,0.643444,0.219012,0.140922,1.335124,16,68.489398,1856.4634,32.110596
681,1858.01756,1858.26348,1858.01756,1858.26348,1.616144,0.618757,0.24592,0.152165,1.370224,18,69.128172,1858.0176,32.158424
682,1859.633704,1859.845404,1859.633704,1859.845404,1.680024,0.59523,0.2117,0.12601,1.468324,16,70.854983,1859.6337,32.186375
683,1861.313728,1861.530884,1861.313728,1861.530884,1.714716,0.583187,0.217156,0.126643,1.49756,16,69.074767,1861.3137,32.251774
684,1863.028444,1863.25214,1863.028444,1863.25214,1.642112,0.608972,0.223696,0.136225,1.418416,16,67.055289,1863.0284,32.271568
685,1864.670556,1864.899752,1864.670556,1864.899752,1.670492,0.598626,0.229196,0.137203,1.441296,18,74.172324,1864.6706,32.278442
686,1866.341048,1866.570732,1866.341048,1866.570732,1.780028,0.561789,0.229684,0.129034,1.550344,16,65.307118,1866.341,32.28714
687,1868.121076,1868.35934,1868.121076,1868.35934,1.752532,0.570603,0.238264,0.135954,1.514268,17,67.152402,1868.1211,32.300117
688,1869.873608,1870.085368,1869.873608,1870.085368,1.691364,0.591239,0.21176,0.125201,1.479604,16,70.834907,1869.8736,32.30896
689,1871.564972,1871.784104,1871.564972,1871.784104,1.671188,0.598377,0.219132,0.131123,1.452056,17,73.015351,1871.565,32.333374
690,1873.23616,1873.475768,1873.23616,1873.475768,1.645124,0.607857,0.239608,0.145647,1.405516,17,66.775734,1873.2362,32.340416
691,1874.881284,1875.124316,1874.881284,1875.124316,1.833644,0.545362,0.243032,0.13254,1.590612,18,69.949636,1874.8813,32.356155
692,1876.714928,1876.925904,1876.714928,1876.925904,1.723748,0.580131,0.210976,0.122394,1.512772,16,71.098134,1876.7149,32.376991
693,1878.438676,1878.682924,1878.438676,1878.682924,1.826024,0.547638,0.244248,0.133759,1.581776,18,69.601389,1878.4387,32.392883
694,1880.2647,1880.498376,1880.2647,1880.498376,1.707624,0.585609,0.233676,0.136843,1.473948,17,68.470874,1880.2647,32.418823
695,1881.972324,1882.2015,1881.972324,1882.2015,1.696848,0.589328,0.229176,0.13506,1.467672,16,65.45188,1881.9723,32.407795
696,1883.669172,1883.877588,1883.669172,1883.877588,1.618908,0.6177,0.208416,0.128739,1.410492,16,71.971442,1883.6692,32.443237
697,1885.28808,1885.505328,1885.28808,1885.505328,1.698828,0.588641,0.217248,0.127881,1.48158,18,78.251583,1885.2881,32.466125
698,1886.986908,1887.203836,1886.986908,1887.203836,1.701156,0.587836,0.216928,0.127518,1.484228,18,78.367016,1886.9869,32.475281
699,1888.688064,1888.913224,1888.688064,1888.913224,1.869748,0.534831,0.22516,0.120423,1.644588,17,71.060579,1888.6881,32.495445
700,1890.557812,1890.769368,1890.557812,1890.769368,1.66632,0.600125,0.211556,0.12696,1.454764,15,66.176332,1890.5578,32.524109
701,1892.224132,1892.454852,1892.224132,1892.454852,1.653992,0.604598,0.23072,0.139493,1.423272,17,69.348128,1892.2241,32.548523
702,1893.878124,1894.093976,1893.878124,1894.093976,1.709724,0.58489,0.215852,0.12625,1.493872,17,74.124863,1893.8781,32.573982
703,1895.587848,1895.80844,1895.587848,1895.80844,1.700392,0.5881,0.220592,0.12973,1.4798,17,72.532095,1895.5878,32.592197
704,1897.28824,1897.51742,1897.28824,1897.51742,1.719052,0.581716,0.22918,0.133318,1.489872,17,69.81412,1897.2882,32.618713
705,1899.007292,1899.232496,1899.007292,1899.232496,1.647088,0.607132,0.225204,0.136729,1.421884,16,66.606277,1899.0073,32.618713
706,1900.65438,1900.863564,1900.65438,1900.863564,1.707288,0.585724,0.209184,0.122524,1.498104,17,76.487685,1900.6544,32.640957
707,1902.361668,1902.587896,1902.361668,1902.587896,1.82936,0.546639,0.226228,0.123665,1.603132,17,70.725109,1902.3617,32.665611
708,1904.191028,1904.397488,1904.191028,1904.397488,1.764856,0.566618,0.20646,0.116984,1.558396,16,72.653298,1904.191,32.694874
709,1905.955884,1906.176248,1905.955884,1906.176248,1.727732,0.578793,0.220364,0.127545,1.507368,16,68.069195,1905.9559,32.726879
710,1907.683616,1907.90436,1907.683616,1907.90436,1.875424,0.533213,0.220744,0.117704,1.65468,17,72.482151,1907.6836,32.774353
711,1909.55904,1909.761984,1909.55904,1909.761984,1.759968,0.568192,0.202944,0.115311,1.557024,16,73.912015,1909.559,32.808628
712,1911.319008,1911.524268,1911.319008,1911.524268,1.604132,0.62339,0.20526,0.127957,1.398872,16,73.078047,1911.319,32.838768
713,1912.92314,1913.137408,1912.92314,1913.137408,1.7987,0.555957,0.214268,0.119124,1.584432,17,74.67284,1912.9231,32.873741
714,1914.72184,1914.930224,1914.72184,1914.930224,1.757908,0.568858,0.208384,0.118541,1.549524,17,76.781327,1914.7218,32.899475
715,1916.479748,1916.707424,1916.479748,1916.707424,1.892036,0.528531,0.227676,0.120334,1.66436,16,65.883097,1916.4797,32.926922
716,1918.371784,1918.57682,1918.371784,1918.57682,1.69782,0.588991,0.205036,0.120764,1.492784,16,73.157884,1918.3718,32.954407
717,1920.069604,1920.277104,1920.069604,1920.277104,1.766788,0.565999,0.2075,0.117445,1.559288,17,77.108434,1920.0696,32.966614
718,1921.836392,1922.050152,1921.836392,1922.050152,1.908528,0.523964,0.21376,0.112003,1.694768,17,74.850299,1921.8364,33.002308
719,1923.74492,1923.954424,1923.74492,1923.954424,1.868124,0.535296,0.209504,0.112147,1.65862,16,71.597678,1923.7449,33.021545
720,1925.613044,1925.803196,1925.613044,1925.803196,1.759408,0.568373,0.190152,0.108077,1.569256,15,73.62531,1925.613,33.107006
721,1927.372452,1927.573164,1927.372452,1927.573164,1.805912,0.553737,0.200712,0.111142,1.6052,15,69.751684,1927.3725,33.126831
722,1929.178364,1929.398628,1929.178364,1929.398628,1.793668,0.557517,0.220264,0.122801,1.573404,16,68.100098,1929.1784,33.14637
723,1930.972032,1931.172688,1930.972032,1931.172688,1.801312,0.555151,0.200656,0.111394,1.600656,16,74.754804,1930.972,33.172794
724,1932.773344,1933.003936,1932.773344,1933.003936,1.905888,0.52469,0.230592,0.120989,1.675296,16,65.049958,1932.7733,33.198406
725,1934.679232,1934.883,1934.679232,1934.883,1.852432,0.539831,0.203768,0.11,1.648664,14,63.798045,1934.6792,33.216084
726,1936.531664,1936.72502,1936.531664,1936.72502,1.779112,0.562078,0.193356,0.108681,1.585756,15,72.405304,1936.5317,33.23571
727,1938.310776,1938.504496,1938.310776,1938.504496,1.989096,0.502741,0.19372,0.097391,1.795376,15,72.269255,1938.3108,33.25861
728,1940.299872,1940.496896,1940.299872,1940.496896,1.837376,0.544254,0.197024,0.107231,1.640352,14,65.981809,1940.2999,33.283997
729,1942.137248,1942.324896,1942.137248,1942.324896,1.80812,0.553061,0.187648,0.103781,1.620472,15,74.607776,1942.1372,33.303341
730,1943.945368,1944.151616,1943.945368,1944.151616,1.87128,0.534394,0.206248,0.110218,1.665032,16,72.727978,1943.9454,33.326286
731,1945.816648,1946.007384,1945.816648,1946.007384,1.969464,0.507752,0.190736,0.096847,1.778728,15,73.399883,1945.8166,33.293846
732,1947.786112,1947.984564,1947.786112,1947.984564,1.927928,0.518692,0.198452,0.102935,1.729476,15,70.546026,1947.7861,33.260708
733,1949.71404,1949.929672,1949.71404,1949.929672,1.746396,0.572608,0.215632,0.123473,1.530764,15,64.925429,1949.714,33.27496
734,1951.460436,1951.66356,1951.460436,1951.66356,1.796592,0.556609,0.203124,0.113061,1.593468,16,73.846517,1951.4604,33.294678
735,1953.257028,1953.458088,1953.257028,1953.458088,1.932576,0.517444,0.20106,0.104037,1.731516,14,64.657316,1953.257,33.282471
736,1955.189604,1955.403668,1955.189604,1955.403668,1.85238,0.539846,0.214064,0.115562,1.638316,15,65.401002,1955.1896,33.334362
737,1957.041984,1957.247408,1957.041984,1957.247408,1.778368,0.562313,0.205424,0.115513,1.572944,16,73.019706,1957.042,33.404541
738,1958.820352,1959.024792,1958.820352,1959.024792,2.0355,0.49128,0.20444,0.100437,1.83106,16,73.37116,1958.8204,33.480671
739,1960.855852,1961.068692,1960.855852,1961.068692,2.101648,0.475817,0.21284,0.101273,1.888808,16,70.475475,1960.8559,33.57336
740,1962.9575,1963.136248,1962.9575,1963.136248,2.147512,0.465655,0.178748,0.083235,1.968764,14,72.728086,1962.9575,33.677261
741,1965.105012,1965.313872,1965.105012,1965.313872,2.07118,0.482817,0.20886,0.100841,1.86232,14,62.242651,1965.105,33.795166
742,1967.176192,1967.360652,1967.176192,1967.360652,2.237628,0.446902,0.18446,0.082436,2.053168,14,70.475984,1967.1762,33.879745
743,1969.41382,1969.613672,1969.41382,1969.613672,1.951212,0.512502,0.199852,0.102425,1.75136,14,65.048136,1969.4138,34.036461
744,1971.365032,1971.5477,1971.365032,1971.5477,2.273644,0.439823,0.182668,0.080342,2.090976,13,65.692951,1971.365,34.167328
745,1973.638676,1973.822288,1973.638676,1973.822288,2.089836,0.478506,0.183612,0.08786,1.906224,14,70.801473,1973.6387,34.362049
746,1975.728512,1975.906968,1975.728512,1975.906968,2.108388,0.474296,0.178456,0.084641,1.929932,14,72.847088,1975.7285,34.555054
747,1977.8369,1978.0102,1977.8369,1978.0102,2.242852,0.445861,0.1733,0.077268,2.069552,13,69.244085,1977.8369,34.689713
748,1980.079752,1980.279088,1980.079752,1980.279088,2.251144,0.444219,0.199336,0.088549,2.051808,14,65.216519,1980.0798,34.745541
749,1982.330896,1982.519256,1982.330896,1982.519256,2.094332,0.477479,0.18836,0.089938,1.905972,14,69.016776,1982.3309,34.803772
750,1984.425228,1984.590964,1984.425228,1984.590964,2.262828,0.441925,0.165736,0.073243,2.097092,13,72.404306,1984.4252,34.829712
751,1986.688056,1986.853944,1986.688056,1986.853944,2.44186,0.409524,0.165888,0.067935,2.275972,13,72.337963,1986.6881,34.841812
752,1989.129916,1989.311828,1989.129916,1989.311828,2.556352,0.391182,0.181912,0.071161,2.37444,15,76.960288,1989.1299,34.846867
753,1991.686268,1991.861196,1991.686268,1991.861196,2.184684,0.457732,0.174928,0.08007,2.009756,13,68.599652,1991.6863,34.87381
754,1993.870952,1994.048236,1993.870952,1994.048236,2.352524,0.425075,0.177284,0.075359,2.17524,13,67.688003,1993.871,34.882191
755,1996.223476,1996.403924,1996.223476,1996.403924,2.55414,0.391521,0.180448,0.070649,2.373692,14,72.042915,1996.2235,34.887695
756,1998.777616,1998.943672,1998.777616,1998.943672,2.37952,0.420253,0.166056,0.069786,2.213464,12,66.242713,1998.7776,34.871426
757,2001.157136,2001.319468,2001.157136,2001.319468,2.213116,0.451852,0.162332,0.07335,2.050784,12,67.762364,2001.1571,34.879219
758,2003.370252,2003.547224,2003.370252,2003.547224,2.62414,0.381077,0.176972,0.06744,2.447168,13,67.807337,2003.3703,34.862061
759,2005.994392,2006.173332,2005.994392,2006.173332,2.457696,0.406885,0.17894,0.072808,2.278756,13,67.061585,2005.9944,34.864445
760,2008.452088,2008.633808,2008.452088,2008.633808,2.428396,0.411794,0.18172,0.074831,2.246676,13,66.035659,2008.4521,34.886379
761,2010.880484,2011.035444,2010.880484,2011.035444,2.326932,0.42975,0.15496,0.066594,2.171972,12,70.986061,2010.8805,34.919071
762,2013.207416,2013.40896,2013.207416,2013.40896,2.649924,0.377369,0.201544,0.076057,2.44838,14,64.502044,2013.2074,34.932919
763,2015.85734,2016.011904,2015.85734,2016.011904,3.023144,0.330781,0.154564,0.051127,2.86858,13,77.637742,2015.8573,34.96801
764,2018.880484,2019.065088,2018.880484,2019.065088,3.027808,0.330272,0.184604,0.06097,2.843204,13,65.004009,2018.8805,34.975029
765,2021.908292,2022.08904,2021.908292,2022.08904,2.28594,0.437457,0.180748,0.079069,2.105192,13,66.390776,2021.9083,35.010662
766,2024.194232,2024.350692,2024.194232,2024.350692,2.725584,0.366894,0.15646,0.057404,2.569124,12,70.305509,2024.1942,35.076633
767,2026.919816,2027.090052,2026.919816,2027.090052,2.878336,0.347423,0.170236,0.059144,2.7081,12,64.61618,2026.9198,35.124077
768,2029.798152,2029.972496,2029.798152,2029.972496,2.430808,0.411386,0.174344,0.071723,2.256464,13,68.829441,2029.7982,35.183716
769,2032.22896,2032.398324,2032.22896,2032.398324,2.52424,0.396159,0.169364,0.067095,2.354876,13,70.85331,2032.229,35.235126
770,2034.7532,2034.92464,2034.7532,2034.92464,3.527492,0.283488,0.17144,0.048601,3.356052,13,69.995334,2034.7532,35.346985
771,2038.280692,2038.452664,2038.280692,2038.452664,3.193136,0.313172,0.171972,0.053857,3.021164,13,69.778801,2038.2807,35.403442
772,2041.473828,2041.62854,2041.473828,2041.62854,3.20234,0.312272,0.154712,0.048312,3.047628,12,71.09985,2041.4738,35.452271
773,2044.676168,2044.829496,2044.676168,2044.829496,3.049736,0.327897,0.153328,0.050276,2.896408,11,65.21966,2044.6762,35.494148
774,2047.725904,2047.8816,2047.725904,2047.8816,2.582328,0.387247,0.155696,0.060293,2.426632,12,70.650498,2047.7259,35.531734
775,2050.308232,2050.541816,2050.308232,2050.541816,2.856344,0.350098,0.233584,0.081777,2.62276,14,55.654497,2050.3082,35.572815
776,2053.164576,2053.351652,2053.164576,2053.351652,3.110836,0.321457,0.187076,0.060137,2.92376,14,69.490474,2053.1646,35.595516
777,2056.275412,2056.44478,2056.275412,2056.44478,3.83404,0.260821,0.169368,0.044175,3.664672,12,64.947334,2056.2754,35.629433
778,2060.109452,2060.277064,2060.109452,2060.277064,2.801024,0.357012,0.167612,0.05984,2.633412,13,71.593919,2060.1095,35.638344
779,2062.910476,2063.064896,2062.910476,2063.064896,3.55398,0.281375,0.15442,0.04345,3.39956,12,71.234296,2062.9105,35.644081
780,2066.464456,2066.634744,2066.464456,2066.634744,3.34232,0.299193,0.170288,0.050949,3.172032,12,64.596448,2066.4645,35.566875
781,2069.806776,2069.977216,2069.806776,2069.977216,3.621136,0.276156,0.17044,0.047068,3.450696,12,64.538841,2069.8068,35.537544
782,2073.427912,2073.600196,2073.427912,2073.600196,3.869324,0.258443,0.172284,0.044526,3.69704,12,63.848065,2073.4279,35.591042
783,2077.297236,2077.450188,2077.297236,2077.450188,3.262204,0.306541,0.152952,0.046886,3.109252,12,71.917987,2077.2972,35.701363
784,2080.55944,2080.736184,2080.55944,2080.736184,3.7109,0.269476,0.176744,0.047628,3.534156,12,62.236908,2080.5594,35.838081
785,2084.27034,2084.429284,2084.27034,2084.429284,3.490592,0.286484,0.158944,0.045535,3.331648,11,62.915241,2084.2703,36.057751
786,2087.760932,2087.908148,2087.760932,2087.908148,4.788148,0.208849,0.147216,0.030746,4.640932,12,74.720139,2087.7609,36.343384
787,2092.54908,2092.719164,2092.54908,2092.719164,3.666248,0.272758,0.170084,0.046392,3.496164,12,64.673926,2092.5491,36.653782
788,2096.215328,2096.373528,2096.215328,2096.373528,4.021256,0.248679,0.1582,0.039341,3.863056,12,69.532238,2096.2153,36.869297
789,2100.236584,2100.37876,2100.236584,2100.37876,5.918864,0.168951,0.142176,0.024021,5.776688,11,70.335359,2100.2366,37.108212
790,2106.155448,2106.322852,2106.155448,2106.322852,7.802772,0.12816,0.167404,0.021454,7.635368,12,65.709302,2106.1554,37.089443
791,2113.95822,2114.114892,2113.95822,2114.114892,43.183844,0.023157,0.156672,0.003628,43.027172,13,76.593137,2113.9582,37.01609
792,2157.142064,2157.307772,2157.142064,2157.307772,204.1356,0.004899,0.165708,0.000812,203.969892,13,72.41654,2157.1421,37.564369
793,2361.277664,2361.4353,2361.277664,2361.4353,3.948784,0.253243,0.157636,0.03992,3.791148,12,69.781014,2361.2777,34.744709
794,2365.226448,2365.384736,2365.226448,2365.384736,3.342856,0.299145,0.158288,0.047351,3.184568,13,75.81118,2365.2264,34.124756
795,2368.569304,2368.72846,2368.569304,2368.72846,2.958024,0.338064,0.159156,0.053805,2.798868,13,75.397723,2368.5693,33.732605
796,2371.527328,2371.71408,2371.527328,2371.71408,1.898384,0.526764,0.186752,0.098374,1.711632,14,69.611035,2371.5273,33.462925
797,2373.425712,2373.603708,2373.425712,2373.603708,2.0628,0.484778,0.177996,0.086289,1.884804,13,67.417245,2373.4257,33.349773
798,2375.488512,2375.668972,2375.488512,2375.668972,2.493152,0.401099,0.18046,0.072382,2.312692,15,77.579519,2375.4885,33.182632
799,2377.981664,2378.16184,2377.981664,2378.16184,1.927328,0.518853,0.180176,0.093485,1.747152,14,72.151674,2377.9817,32.944477
800,2379.908992,2380.078072,2379.908992,2380.078072,1.626868,0.614678,0.16908,0.10393,1.457788,13,70.972321,2379.909,32.838486
801,2381.53586,2381.716,2381.53586,2381.716,2.704596,0.369741,0.18014,0.066605,2.524456,12,61.063617,2381.5359,32.763172
802,2384.240456,2384.445472,2384.240456,2384.445472,1.936856,0.516301,0.205016,0.10585,1.73184,14,63.409685,2384.2405,32.659607
803,2386.177312,2386.364216,2386.177312,2386.364216,1.66064,0.602177,0.186904,0.112549,1.473736,13,64.204083,2386.1773,32.619041
804,2387.837952,2388.010976,2387.837952,2388.010976,2.350868,0.425375,0.173024,0.0736,2.177844,13,69.35454,2387.838,32.571507
805,2390.18882,2390.388712,2390.18882,2390.388712,2.698532,0.370572,0.199892,0.074074,2.49864,14,65.035119,2390.1888,32.522583
806,2392.887352,2393.0561,2392.887352,2393.0561,1.551852,0.644391,0.168748,0.10874,1.383104,13,71.111954,2392.8874,32.478333
807,2394.439204,2394.630064,2394.439204,2394.630064,2.68352,0.372645,0.19086,0.071123,2.49266,14,68.112753,2394.4392,32.467903
808,2397.122724,2397.313008,2397.122724,2397.313008,1.651304,0.605582,0.190284,0.115233,1.46102,14,68.318934,2397.1227,32.457569
809,2398.774028,2398.962188,2398.774028,2398.962188,1.9178,0.521431,0.18816,0.098112,1.72964,14,69.090136,2398.774,32.408176
810,2400.691828,2400.900404,2400.691828,2400.900404,1.684976,0.59348,0.208576,0.123786,1.4764,14,62.327401,2400.6918,32.271534
811,2402.376804,2402.569352,2402.376804,2402.569352,2.587224,0.386515,0.192548,0.074423,2.394676,13,62.322122,2402.3768,32.294167
812,2404.964028,2405.130332,2404.964028,2405.130332,1.722852,0.580433,0.166304,0.096528,1.556548,13,72.157014,2404.964,32.289124
813,2406.68688,2406.889192,2406.68688,2406.889192,2.250932,0.44426,0.202312,0.089879,2.04862,15,69.200047,2406.6869,32.208252
814,2408.937812,2409.1412,2408.937812,2409.1412,2.488684,0.401819,0.203388,0.081725,2.285296,15,68.833953,2408.9378,32.061768
815,2411.426496,2411.59716,2411.426496,2411.59716,1.517144,0.659133,0.170664,0.11249,1.34648,13,70.313599,2411.4265,31.867489
816,2412.94364,2413.14122,2412.94364,2413.14122,1.768768,0.565365,0.19758,0.111705,1.571188,14,65.796133,2412.9436,31.728128
817,2414.712408,2414.921664,2414.712408,2414.921664,1.585836,0.630582,0.209256,0.131953,1.37658,14,62.124861,2414.7124,31.520081
818,2416.298244,2416.490328,2416.298244,2416.490328,1.486316,0.672804,0.192084,0.129235,1.294232,14,67.678724,2416.2982,31.271362
819,2417.78456,2417.984492,2417.78456,2417.984492,1.600696,0.624728,0.199932,0.124903,1.400764,15,70.023808,2417.7846,31.127695
820,2419.385256,2419.597656,2419.385256,2419.597656,1.427984,0.700288,0.2124,0.148741,1.215584,15,65.913371,2419.3853,30.995144
821,2420.81324,2421.01582,2420.81324,2421.01582,1.528604,0.654192,0.20258,0.132526,1.326024,15,69.1085,2420.8132,30.718994
822,2422.341844,2422.582296,2422.341844,2422.582296,1.47266,0.679043,0.240452,0.163277,1.232208,16,62.382513,2422.3418,30.61348
823,2423.814504,2424.037624,2423.814504,2424.037624,1.470016,0.680265,0.22312,0.151781,1.246896,15,62.746504,2423.8145,30.416142
